created_at,favorite_count,retweet_count,text
2021-03-07 19:01:51,2811,464,"Much of the new allegations from the Feds are about my ""coin of the day"". For a few days in 2017 I chose coins I believed had value. 

One of them was Doge - now being touted years later by Elon Musk. The coin has increased well over 1000% since I chose it. 

Not a pump and dump."
2021-03-06 10:02:14,1206,172,"The SEC allegations: 

My team evaluated every promotion based on management, business plans and potential. No one could have foreseen the altcoin market crash. 

We were paid in the same coins that crashed. The SEC allegations are overblown."
2021-02-18 23:02:13,2528,282,"A man in the prison yard talks to himself a lot. 

He said he was talking to aliens. They told him the beginning of the end would start March 3rd. 

Nonsense! 

It began years ago, when we turned technology against ourselves. 

Though I marked my calendar - just in case."
2021-02-17 15:22:37,4913,861,"I composed this piece 5 years ago. 

Now after nearly 5 months in prison its notes reflect the isolation from my loved ones and from the society I am trying to change. 

If you want to hear my heart through music have a listen. https://t.co/IJc6gMyciX"
2021-02-16 19:22:28,2779,443,"My life's conflicts stemmed from one source: 

My best friend and my worst enemy were both myself."
2021-02-16 15:04:40,5624,476,"I have a new cell mate. In three days, using boxes, string and toothpaste for glue, he's built bookcases, holders, and a host of things. 

If we turned this fucker loose in a hardware store I think we'd have a teleporter in short order."
2021-02-15 19:05:06,2140,183,"I don't mind being locked up as much as the company I'm locked up with. 

For example, a young friend I met is here for cutting his father's throat but he doesn't remember it. 

I can only hope he doesn't remember to cut mine for some reason."
2021-02-14 19:00:46,2270,498,"Hunger in a world of abundance. Poverty amidst luxury. Wealth vs want. 

We are a species divided by class, power, oppression, privilege. 

No other species has such self-destructive divisions. 

We should be added to the species we need to save."
2021-02-13 15:16:26,2174,199,"My life has been devoted to ""my"" life. 

My family, my loves, my ambitions, generosities, fears, desires. 

My apparent selflessness - helping others was still about me. Improving my image of myself. 

Perhaps a few of you can relate."
2021-02-12 11:01:15,1500,263,"Our government has become complex and extravagant. It has become distinct from and independent of the people. 

Our democracy has become a struggle of ideals rather than actualities. None of us truly understand where our votes will lead."
2021-02-11 16:20:40,1183,79,"Prison cells become sacred spaces. Even when all the doors are open (twice a day for an half hour), no one enters another's cell without invitation (the guards of course may do as they wish). 

It's a polite society."
2021-02-10 08:34:27,2591,296,"For most of my life I sought permanency. In relationships, security, happiness, contentment. 

Yet reality in all cases eventually brought disappointment. From relationship to relationship, situation to situation. 

I discovered that the only permanent thing in life is change."
2021-02-09 15:33:54,1356,210,"I love the marketing of things we don't need or even wanted until told our lives would improve if we had them. 

Name brands are my favorites. 

Convincing us to wear clothes with someone else's name on them was pure genius."
2021-02-09 07:55:27,1316,176,"The Cosumer Society 

My advice: 

We need robots whose sole purpose is to consume goods and services. 

Automated consumption. 

It would take a great weight off our shoulders."
2021-02-08 16:49:34,1687,271,"I'm nearing 76 and my health reflects it - unlikely to survive the years of trials before my guilt is decided. Bail is also unlikely.

Life in prison.

I wrote one chapter of my memoirs: https://t.co/pGRkUvGEGi. The rest will be Twitter snippets.

Coming soon."
2021-02-08 15:00:49,3990,389,"I'm nearing 76. Currently in prison. 

Not that it much matters, life's exit is near. 

If I had a regret it would not be to change anything I have done. But to have carried my past as a burden rather than let it carry me."
2021-02-08 08:26:42,1646,136,"People on the outside spend their lives working and place high value on the little spare time that they have. 

Spare time is all we have here in prison. 

The entrepreneur in me can't help thinking there's an opportunity here somewhere."
2021-02-07 15:00:31,2438,331,"""They were not rigging the election; they were fortifying it."" 

Marvelous concept. 

I wish someone had fortified my decision to marry my first wife."
2021-02-07 08:35:16,3592,354,"Drugs

The ultimate escape from ourselves? Or the doors to perception of a deeper reality? 

I have done more drugs than any of you could carry.

And I still don't know."
2021-02-06 21:00:51,2447,203,"A Confession:  sex ruled much of my life. Every relationship began with physical attraction. And ended with its end. 

Sexual satisfaction was frequent but fleeting. Like a fast growing weed that can be trimmed. But never pulled from the ground. 

More was never enough."
2021-02-06 15:00:47,6987,1644,"I'm in my 76th year. In prison. Awaiting trial for extradition.

Maybe not in the best position to be giving advice.

But anyway...

Believe nothing you hear. And be suspect even of your own eyes.

A world ruled by the powerful, the clever and the corrupt is never what it seems."
2021-02-06 08:20:06,1270,72,"Prison food:

We have: chicken, fish, sausage an unidentifiable substance. A bit too much of the latter for my taste. And bread and water. 

Not many vegetarians here."
2021-02-05 11:20:32,2564,268,"Notes From Prison 

My body is confined. My mind has always been confined. By fears, longings, ambitions, escapes from boredom - a prisoner of my own desires. Circumstance moved me from one prison to the other. There is little difference."
2021-02-04 19:00:52,2421,354,"What is life like here in? 

It's relative. 

In a world where billions lead lives of misery and can't feed their families, where children starve and have no roof over their heads... 

A prison cell, a bed and three meals a day without working would seem like heaven."
2021-02-04 08:11:45,2284,578,"Censorship is a creeping disease - infecting freedom of thought as expressed through freedom of speech. 

If it is not stopped individual thought will cease to exist."
2021-01-31 17:01:38,2980,912,"266 children under 18 died from CV in the US since it began. 12,000 died from accidents. 95% of all CV deaths were people over 50.

We closed schools and disrupted the most vital element of our children's lives - education. 

To protect them? 

Really? https://t.co/airPotf1mN"
2021-01-30 10:04:14,3439,1059,"CV has killed 447,459 in the US. Most were my age, 1 foot already in the grave. Less than 300 children under 17 were killed. Starvation killed 3.1 million children worldwide. Meanwhile the powerful increase their wealth by trillions. The rest suffered. ??? https://t.co/gqFPYRsHZC"
2021-01-29 21:02:10,1585,229,"Humans destroy everything they touch - forests, air, oceans. 

Desire created this. 

You believe your desire to end it is different from the desire to exploit it. Yet all desire stems from self-interests no matter how ""selfless"" it appears. 

Desire is the beginning of conflict."
2021-01-28 08:39:09,3842,385,"I'm near 76 - oldest man in this prison. My trial may not happen for 2 years. If extradited, then years of delays, appeals, before the courts decide my guilt. I haven't filed for 8 years, but I owe no taxes. 

I may be in my mid 80's. 

Will make the Guinness Book of Records."
2021-01-27 21:00:25,1614,187,"My past - my experiences, decisions, actions, circumstances in and outside of my control - have led me to this prison. Just as your past has led you to where you are. 

But the past exists only in memory, and my future is unknown and unknowable. 

So here I am. And there you are."
2021-01-27 15:01:38,1315,241,"Millennials blame older generations for the madness of the world they inherited.

The world's insanity evolved through thousands of years of tribal, ideological and national self-interest.

And the concept:

""We are right. You are wrong"".

I am certain you believe you are right."
2021-01-26 21:00:38,2476,544,"Do you know yourself? 

Not your profession, skills, likes, dislikes, appearance. 

These are not you. I mean the Thinker. 

The one who acts, feels, observes and experiences within you. 

If you do not know this Thinker, then your thoughts are the thoughts of a stranger."
2021-01-26 15:00:44,2189,400,"Technology allows nearly universal communication. 

You may have many ""friends"", many ""followers"". 

But are you less lonely, less isolated, more fulfilled? 

We have replaced human contact with an image of human contact - a mere thought. 

Can you look and deny this?"
2021-01-25 21:00:42,1346,250,"We are striving to create a better world, a better environment, a better life for ourselves, yet we are everyone filled with fear, greed, anger, dissatisfaction and all the rest. 

We cannot create love from fear, compassion from greed, etc. 

What we are is what we create."
2021-01-25 15:00:51,5743,602,"I am in prison. It does not matter where I am or what happens to me it will not change the madness of the world - war, conflict, jealousy, emptiness, dissatisfaction. 

I am a transient, tiny spark in an infinite universe, as are all of you."
2021-01-18 19:00:42,6589,1963,"In a country where political leaders deceive, line their pockets, smear their opponents, give contracts to supporters, create propaganda ... the censuring of someone on social media for suggesting election fraud exists will go down as one of the greatest absurdities in history."
2021-01-17 15:00:47,5577,1981,"A culture where business leaders are forced into hiding, credentials are threatened, political leaders are expelled or censured, people fired for their beliefs, witch-hunts for dissenters ... 

This was life under Stalin's soviet politburo. 

This is happening 

Now 

In America."
2021-01-14 19:00:35,1593,220,"Violence. 

Between countries, religions, ideologies, race and culture - between gangs, ethnic groups, police and civilians. 

It is a constant in our lives. 

And it is increasing."
2021-01-13 19:00:29,3800,612,"Warnings and preparations for violence are invitations for violence. 

It is a self-fulfilling prophecy."
2021-01-11 15:01:34,3097,704,"Social media is changing the very definition of ""The Press"". 

Through it everyone becomes ""The Press"", yet the constitutional protections provided to the press have been usurped by private companies through social media. 

Be warned."
2021-01-10 11:05:06,2017,259,Any VERIFIABLE direct representative of Trump who would like to take advantage of this offer contact: mrsjanicemcafee@gmail.com
2021-01-10 11:04:05,10558,2137,"I'm not a Trump fan. But Twitter's ban is obscene. 

Twitter is private but their purpose is public expression. 

Courts in America address free speech not private committees. 

I'm offering Trump to talk to my 1 million followers through me until @jack bans me too.

@RNCResearch"
2021-01-04 19:00:44,1924,148,"Plenty of crazies in prison. 

My two favorites are a man who argues with inanimate objects and another who converses with imaginary friends.

The two meet sometimes and have a seemingly friendly conversation. 

David Lynch could make a blockbuster movie from their dialogue."
2021-01-03 12:04:40,4942,522,"I've been three months in a Spanish prison. 

If I could choose a place to be, prison would not top my list.

If lawmakers were required to spend a single day in prison before being allowed to make laws, 

penalties for nonviolent crimes would be drastically less severe."
2021-01-02 11:00:16,1435,125,"If Cyndi Lauper's performance is an omen for what we can expect in this new year, 

then I fear 2021 may make 2020 look like the Renaissance in comparison."
2021-01-01 08:43:43,4341,367,"My cell mate wants to say happy new year. 

So ... from the lips of Antonio Savaadra Gil, alleged but innocent of being, a world renowned bank robber and criminal mastermind:

""Whatever 2021 brings it will have to be better than the horse shit of 2020."""
2020-12-10 16:14:11,2316,595,"Esta es la esencia de mi posición política: 

El poder corrompe. (Subtítulos en Español) https://t.co/dLdTXMhCXM"
2020-12-04 15:30:14,6590,743,"I am Libertarian. I ran for Potus in 2016. 

Many in our party believe income taxes are unconstitutional. I speak out loudly against it. There are other means of funding. 

I have not committed fraud. I have refused to file - a misdemeanor. 

This extradition is political."
2020-11-26 20:00:20,3218,113,Happy thanksgiving all. I'm feeling slightly better. May you all have a wonderful turkey day.
2020-11-26 19:34:46,10,1,@MeMyselfAndI369 I am.
2020-11-26 19:31:39,2,0,@OlexKP Ty Olex
2020-11-26 19:29:56,2,0,@mopedsmoke Indeed.
2020-11-26 19:28:34,1,0,@aley964 :)
2020-11-26 19:27:50,5,0,@chuckmaddenpics Ty Chuck
2020-11-26 19:27:32,4,0,@bitcuin :)
2020-11-26 19:26:30,10,0,@francfly I am.
2020-11-26 19:25:50,10,0,@_Shameless_Plug Muchas gracias amigo.
2020-11-26 19:24:03,2,0,@Saigon_Vietnam :)
2020-11-26 19:23:37,25,0,@RealBryanLoren It is. I am ok.
2020-11-26 19:00:29,1362,101,"Prison is a reflection of the world at large, but here, the human condition is condensed into a stark reality you cannot unsee. 

Ugly aspects of the human condition are magnified, but so is the spirit of compassion as seen in the ""todo bien"" uttered by all.

It is enlightening."
2020-11-22 08:57:47,2886,106,"This is @theemrsmcafee. Thank you all for your help, I was able to find what I needed. John is ok but he hasn't been feeling well. Its not covid related but his health is declining. He'll be back to tweeting himself once his health allows. I'll keep you updated from my account."
2020-11-21 09:09:33,9,1,@VinceFox3 @theemrsmcafee I found all this information on my own. I'm looking for a way to contact her directly.
2020-11-21 08:47:08,31,1,@realSteveDeals @theemrsmcafee I found all this general information on my own but I need a way to contact them directly. I don't speak Spanish so calling these numbers has yielded little results.
2020-11-21 08:39:16,45,10,@ekozie @theemrsmcafee This is the prison https://t.co/4qymelbLQx
2020-11-21 08:31:50,9,1,@yppinger @theemrsmcafee Centro penitenciario Brians 1
2020-11-21 08:30:40,8,2,@littles90304043 @theemrsmcafee I'm not able to say right now but from what I've learned about John's followers I know there is someone that can help me get this information. Please if you can help its greatly appreciated.
2020-11-17 19:43:29,3,0,@sprdav5150 :)
2020-11-17 19:41:09,6,0,@RealBryanLoren Not yet Bryan.
2020-11-17 19:00:26,948,132,"This is a recent Independent article about my situation. 

https://t.co/0z6duSR1vD"
2020-11-16 21:45:08,3,0,@perpetual_meh Ty
2020-11-16 19:50:31,90,0,@theemrsmcafee And I love you.
2020-11-16 19:49:25,2,1,@star95011 Word.
2020-11-16 19:43:12,5,0,@casual_crypto Ty
2020-11-16 19:42:33,1,0,@MartinA13529122 :)
2020-11-16 19:19:15,1,0,@Darjok64 True.
2020-11-16 19:19:07,0,0,@Disgoblue24 Same here Donald.
2020-11-16 19:18:35,0,0,@YaHozna86 :)
2020-11-16 19:17:53,3,0,@psylentbob Word.
2020-11-16 19:17:31,1,0,@PacificNWjoe Thank you Joe.
2020-11-16 19:16:54,11,0,@AbeV4U Unfortunately no.
2020-11-16 19:15:52,5,0,@ayanna8765 Ty Mari
2020-11-16 19:15:19,89,0,@coindorado They do and it doesn't seem to bother them.
2020-11-16 19:01:35,2226,174,"Prison here is: doing what you're told, keeping to schedules and routines, dissatisfaction and grumbling, and dealing with dangerous, annoying, or meaningless relationships.

Not much different from the average job holder with a family."
2020-11-13 19:48:39,2,0,@JeffreySanfili2 Ty Jeffrey
2020-11-13 19:45:25,5,0,@rfp23 Ty Buster
2020-11-13 19:44:30,2,0,@RobertJ95156615 :)
2020-11-13 19:44:13,10,0,@mato394 Too many.
2020-11-13 19:44:04,2,0,@Toastystos Word.
2020-11-13 19:43:49,5,0,@Steel_Castle I am Edward.
2020-11-13 19:43:33,2,0,@Dukeowski Ty Dukeowski
2020-11-13 19:42:54,0,0,@AdamPaigge :)
2020-11-13 19:42:44,5,0,@ann_zahir Indeed.
2020-11-13 19:42:23,4,0,@NewChapter_17 Word.
2020-11-13 19:42:03,6,0,@PatyMar49943347 Same here.
2020-11-13 19:00:33,1919,150,"In the chaos of prison - frustration, anger and resentment - there are many who retain what humanity they can. 

In passing some smiling stranger may pat my back or gently squeeze my arm in a friendly manner and I do the same.

Compassion can't be taken from those who possess it."
2020-11-12 19:00:56,3291,493,"AOC wants a Twitter list of those complicit in whatever evils Trump has done by implicitly supporting him. 

As far as listings go wouldn't we be better served by a list of who's paying who and for what in the halls of congress?"
2020-11-12 17:40:05,0,0,@WehHung Lol
2020-11-12 17:39:01,0,0,@themrdavidlong :)
2020-11-12 17:37:01,10,0,@pugirus Like a Rockstar.
2020-11-12 17:32:30,1,0,@KNautik Ty Kosmo
2020-11-12 17:31:15,0,0,@yoavsnake Ty
2020-11-12 15:54:53,4,0,@UwU_Delta_ Why not?
2020-11-12 15:53:52,0,0,@KellyHa07106828 I am Kelly.
2020-11-12 15:52:44,0,0,@KelleyS48119948 Word.
2020-11-12 15:50:55,0,0,@watcthis Lol
2020-11-12 15:48:42,7,0,@ElectricFlaneur @JoeBGrech Ty Baller.
2020-11-12 15:46:46,6,0,@computernumpty I am.
2020-11-12 15:46:32,3,0,@Christo72614603 I am content.
2020-11-12 15:46:05,9,0,@AviLeftonRead :)
2020-11-12 15:00:39,2425,279,"Denmark to kill millions of minks because they carry CV. 

We killed them before by the millions because we loved their fur.

We kill them out of love. We kill them out of fear.

Humans must be incomprehensible to them.

We certainly are to me."
2020-11-12 13:40:08,0,0,@XxDOUBLExDxX Word.
2020-11-12 13:37:23,1,0,@T4YPodcast Indeed.
2020-11-12 13:23:22,0,0,@jimbochewdip :)
2020-11-12 13:23:10,1,0,@thislifesgotyou Ty
2020-11-12 13:22:47,1,0,@ThePantau :)
2020-11-12 13:22:37,1,0,@KillFace2point0 :)
2020-11-12 13:20:19,0,0,@gentlye10 Lol
2020-11-12 13:20:06,0,0,@giorgieboi :)
2020-11-12 13:19:33,0,0,@AttorneyNicebe1 Good morning.
2020-11-12 13:16:01,2,0,@apbeaton Lol
2020-11-12 13:15:48,2,0,@LordPente Lol
2020-11-12 13:15:38,8,0,@jamesdevon Working on it.
2020-11-12 13:15:20,9,0,@EdgeCGroup I am.
2020-11-12 13:00:02,1269,69,"McDonald's and Pizza Hut to offer vegetarian meat substitutes. 

I bet the cows are partying."
2020-11-11 23:00:29,893,100,"While I have been detained, the team at @GhostbyMcAfee has been working tirelessly to deliver on my vision: real privacy for real people. 

This is the power of decentralization."
2020-11-11 21:31:45,0,0,@onceuponattimei :)
2020-11-11 21:31:06,1,0,@Petro51603499 I am.
2020-11-11 21:30:59,0,0,@xcross766 No clue.
2020-11-11 21:30:47,0,0,@confido8 :)
2020-11-11 21:30:04,1,0,@JakeBax67664036 I am.
2020-11-11 21:27:32,3,0,@stickyricky01 :)
2020-11-11 21:27:05,7,0,@ne_mod Word.
2020-11-11 21:26:40,12,1,@Yamatodabashii Brians 1 prison in Barcelona.
2020-11-11 21:25:55,8,1,@JohnGaltJunior3 Ty John
2020-11-11 21:25:42,1,0,@BarstoolZ :)
2020-11-11 21:25:20,1,0,@starlitekaraoke Ty
2020-11-11 21:00:22,2424,185,If I ran this prison the first thing I would do is hire a Feng Shui consultant.
2020-11-11 20:03:52,2,0,@legtronic Word.
2020-11-11 20:03:38,4,0,@NunoGRod :)
2020-11-11 19:48:16,0,0,"@Boogers1231 No, not yet."
2020-11-11 19:35:38,8,0,@Scotty_2017 Word.
2020-11-11 19:33:36,1,0,@apbeaton :)
2020-11-11 19:33:01,1,0,@mickmugsi123 Lol
2020-11-11 19:27:40,7,0,@tom123424281269 Ty Tom
2020-11-11 19:22:23,9,0,@marco_j1s Still missing.
2020-11-11 19:21:14,1,0,@RosieLou37 No.
2020-11-11 19:20:31,0,0,@onceuponattimei Indeed.
2020-11-11 19:20:26,1,0,@superma81301234 :)
2020-11-11 19:19:56,5,0,@mrfuture2030 They are.
2020-11-11 19:00:25,821,54,"Theft among inmates does not happen in this prison. 

The reason, I suspect, has less to do with morality then the fact that we have nothing to steal.

Except the clothes on our backs.

And I've yet to hear of a single inmate running naked through the yard looking for revenge."
2020-11-11 17:11:57,0,0,@BidenForPrison :)
